Employee_ID,Work_Life_Balance_Rating,Access_to_Mental_Health_Resources,Productivity_Change,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Region
EMP2902,3,Yes,Increase,Unsatisfied,1,North America
EMP2903,1,Yes,No Change,Neutral,2,Asia
EMP2904,2,Yes,Decrease,Satisfied,5,Europe
EMP2905,3,No,Decrease,Satisfied,3,South America
EMP2906,4,No,Decrease,Unsatisfied,3,North America
EMP2907,1,Yes,No Change,Unsatisfied,1,Africa
EMP2908,1,Yes,Decrease,Neutral,1,Africa
EMP2909,4,No,Decrease,Satisfied,3,South America
EMP2910,2,Yes,No Change,Unsatisfied,5,Asia
EMP2911,4,No,No Change,Neutral,4,Oceania
EMP2912,4,Yes,Increase,Neutral,4,Oceania
EMP2913,5,Yes,No Change,Satisfied,4,Oceania
EMP2914,1,Yes,No Change,Satisfied,2,North America
EMP2915,3,Yes,Increase,Neutral,5,North America
EMP2916,3,Yes,No Change,Neutral,1,Asia
EMP2917,1,No,No Change,Neutral,4,South America
EMP2918,4,No,No Change,Unsatisfied,5,South America
EMP2919,1,Yes,Decrease,Unsatisfied,3,South America
EMP2920,1,Yes,No Change,Satisfied,5,South America
EMP2921,1,No,Decrease,Unsatisfied,5,South America
EMP2922,4,No,Decrease,Neutral,3,Asia
EMP2923,2,No,Decrease,Unsatisfied,5,Africa
EMP2924,4,No,Increase,Satisfied,3,Africa
EMP2925,3,No,Decrease,Neutral,4,Oceania
EMP2926,3,Yes,No Change,Unsatisfied,1,Oceania
EMP2927,2,Yes,Decrease,Neutral,2,Oceania
EMP2928,2,No,No Change,Unsatisfied,2,Africa
EMP2929,3,Yes,No Change,Unsatisfied,4,Asia
EMP2930,5,No,Decrease,Satisfied,3,Oceania
EMP2931,3,Yes,No Change,Satisfied,3,North America
EMP2932,2,No,Decrease,Neutral,5,Asia
EMP2933,2,No,No Change,Neutral,1,Oceania
EMP2934,4,No,No Change,Neutral,3,Africa
EMP2935,5,No,Increase,Satisfied,1,North America
EMP2936,1,No,Decrease,Satisfied,3,South America
EMP2937,3,No,Increase,Unsatisfied,1,South America
EMP2938,3,No,Decrease,Satisfied,1,South America
EMP2939,5,Yes,Decrease,Satisfied,5,Oceania
EMP2940,4,Yes,Increase,Satisfied,2,South America
EMP2941,5,Yes,No Change,Neutral,1,Oceania
EMP2942,5,Yes,No Change,Satisfied,5,Oceania
EMP2943,4,No,No Change,Unsatisfied,3,North America
EMP2944,2,No,Increase,Satisfied,3,North America
EMP2945,3,Yes,No Change,Satisfied,2,Europe
EMP2946,4,No,No Change,Unsatisfied,2,Oceania
EMP2947,2,No,Decrease,Neutral,5,Asia
EMP2948,2,Yes,Decrease,Unsatisfied,3,Africa
EMP2949,4,No,No Change,Unsatisfied,1,North America
EMP2950,1,No,Increase,Unsatisfied,2,North America
EMP2951,5,No,Decrease,Unsatisfied,2,South America
EMP2952,4,Yes,Increase,Unsatisfied,1,Europe
EMP2953,2,Yes,Decrease,Unsatisfied,5,South America
EMP2954,3,Yes,Increase,Neutral,2,North America
EMP2955,5,Yes,Decrease,Unsatisfied,4,Oceania
EMP2956,5,No,Increase,Unsatisfied,2,Europe
EMP2957,5,No,Decrease,Unsatisfied,4,Africa
EMP2958,4,No,Increase,Unsatisfied,3,Africa
EMP2959,4,No,No Change,Neutral,3,Oceania
EMP2960,2,Yes,Decrease,Satisfied,3,North America
EMP2961,4,No,No Change,Satisfied,4,Africa
EMP2962,5,No,No Change,Neutral,2,Europe
EMP2963,5,No,No Change,Satisfied,2,Africa
EMP2964,2,Yes,No Change,Satisfied,3,Africa
EMP2965,5,No,No Change,Neutral,2,South America
EMP2966,1,No,Decrease,Satisfied,1,Africa
EMP2967,2,No,Decrease,Unsatisfied,4,South America
EMP2968,3,Yes,Decrease,Unsatisfied,5,South America
EMP2969,2,No,No Change,Neutral,2,North America
EMP2970,1,No,Decrease,Neutral,1,Africa
EMP2971,1,No,No Change,Unsatisfied,3,North America
EMP2972,1,Yes,No Change,Satisfied,3,South America
EMP2973,4,Yes,Increase,Neutral,1,Africa
EMP2974,3,Yes,Increase,Neutral,4,Asia
EMP2975,1,Yes,Decrease,Unsatisfied,4,Africa
EMP2976,1,Yes,Decrease,Unsatisfied,2,Oceania
EMP2977,4,No,Increase,Satisfied,2,Europe
EMP2978,2,Yes,Decrease,Unsatisfied,3,North America
EMP2979,5,No,No Change,Satisfied,5,Oceania
EMP2980,3,Yes,No Change,Unsatisfied,4,Oceania
EMP2981,1,No,No Change,Unsatisfied,5,Asia
EMP2982,1,Yes,Increase,Neutral,1,Oceania
EMP2983,1,No,Increase,Satisfied,5,South America
EMP2984,1,Yes,Decrease,Neutral,3,South America
EMP2985,1,Yes,No Change,Satisfied,3,South America
EMP2986,5,Yes,No Change,Satisfied,1,Africa
EMP2987,5,Yes,Increase,Unsatisfied,4,Africa
EMP2988,5,No,No Change,Neutral,4,Africa
EMP2989,2,No,Increase,Satisfied,2,South America
EMP2990,1,No,Decrease,Satisfied,3,Africa
EMP2991,3,No,Decrease,Satisfied,5,Asia
EMP2992,2,No,Increase,Satisfied,1,South America
EMP2993,3,Yes,No Change,Satisfied,3,Asia
EMP2994,4,Yes,Decrease,Satisfied,2,South America
EMP2995,2,No,No Change,Neutral,2,Oceania
EMP2996,5,No,Decrease,Satisfied,2,South America
EMP2997,1,No,Increase,Neutral,1,Africa
EMP2998,4,Yes,No Change,Neutral,3,North America
EMP2999,4,No,No Change,Satisfied,1,Oceania
EMP3000,2,Yes,No Change,Satisfied,5,Europe
EMP3001,1,Yes,No Change,Neutral,3,North America
EMP3002,2,No,Increase,Neutral,5,Europe
EMP3003,5,No,Increase,Neutral,2,Oceania
EMP3004,2,Yes,Increase,Neutral,4,Africa
EMP3005,2,No,Decrease,Satisfied,2,North America
EMP3006,1,No,Increase,Neutral,4,South America
EMP3007,2,Yes,Decrease,Neutral,5,Europe
EMP3008,5,No,No Change,Satisfied,5,Oceania
EMP3009,4,Yes,Decrease,Satisfied,2,South America
EMP3010,1,Yes,Decrease,Satisfied,3,South America
EMP3011,5,Yes,No Change,Unsatisfied,5,Europe
EMP3012,4,No,Increase,Unsatisfied,2,Asia
EMP3013,1,No,Increase,Neutral,2,Europe
EMP3014,1,No,No Change,Unsatisfied,1,Europe
EMP3015,3,Yes,Increase,Satisfied,5,South America
EMP3016,4,No,Increase,Unsatisfied,5,Africa
EMP3017,1,No,Increase,Neutral,2,Oceania
EMP3018,2,No,Increase,Neutral,5,North America
EMP3019,1,No,Decrease,Neutral,2,North America
EMP3020,2,Yes,Decrease,Satisfied,5,Europe
EMP3021,3,No,No Change,Satisfied,1,Asia
EMP3022,3,No,Increase,Unsatisfied,2,Africa
EMP3023,3,No,No Change,Unsatisfied,5,Europe
EMP3024,5,Yes,Decrease,Unsatisfied,1,Oceania
EMP3025,3,No,No Change,Unsatisfied,4,Africa
EMP3026,1,No,No Change,Unsatisfied,5,Asia
EMP3027,4,Yes,No Change,Neutral,3,Europe
EMP3028,1,Yes,Increase,Neutral,5,Africa
EMP3029,1,No,Decrease,Satisfied,3,Oceania
EMP3030,5,Yes,Decrease,Satisfied,1,Oceania
EMP3031,4,Yes,Decrease,Unsatisfied,3,North America
EMP3032,1,Yes,No Change,Satisfied,5,Oceania
EMP3033,5,No,No Change,Neutral,2,North America
EMP3034,1,Yes,No Change,Satisfied,3,North America
EMP3035,3,Yes,Decrease,Neutral,2,Africa
EMP3036,3,No,Increase,Unsatisfied,5,Oceania
EMP3037,3,No,No Change,Satisfied,5,Europe
EMP3038,3,Yes,No Change,Neutral,4,Asia
EMP3039,4,Yes,No Change,Unsatisfied,2,South America
EMP3040,2,No,Decrease,Neutral,1,Oceania
EMP3041,1,Yes,Decrease,Unsatisfied,4,Asia
EMP3042,4,Yes,No Change,Satisfied,4,Europe
EMP3043,1,No,No Change,Neutral,5,South America
EMP3044,1,Yes,Increase,Neutral,2,Europe
EMP3045,1,No,Decrease,Unsatisfied,5,North America
EMP3046,5,No,No Change,Satisfied,3,Africa
EMP3047,1,Yes,No Change,Unsatisfied,4,Asia
EMP3048,1,Yes,Increase,Unsatisfied,3,South America
EMP3049,1,No,No Change,Neutral,2,Africa
EMP3050,1,Yes,Decrease,Neutral,2,South America
EMP3051,1,No,Decrease,Unsatisfied,1,Oceania
EMP3052,1,Yes,No Change,Neutral,5,North America
EMP3053,2,Yes,No Change,Satisfied,2,Oceania
EMP3054,1,Yes,No Change,Neutral,4,Europe
EMP3055,2,No,Decrease,Neutral,5,Europe
EMP3056,5,Yes,No Change,Neutral,3,Asia
EMP3057,3,Yes,Decrease,Unsatisfied,4,North America
EMP3058,3,No,Increase,Unsatisfied,4,Africa
EMP3059,2,Yes,Decrease,Unsatisfied,2,South America
EMP3060,4,No,Decrease,Unsatisfied,5,South America
EMP3061,1,Yes,Decrease,Unsatisfied,2,Oceania
EMP3062,2,No,No Change,Neutral,1,Africa
EMP3063,2,No,Increase,Unsatisfied,2,Asia
EMP3064,4,No,Decrease,Neutral,4,Europe
EMP3065,4,Yes,Decrease,Neutral,3,South America
EMP3066,4,Yes,Decrease,Unsatisfied,1,Asia
EMP3067,4,No,No Change,Satisfied,3,Asia
EMP3068,5,No,No Change,Neutral,3,Oceania
EMP3069,1,Yes,Increase,Unsatisfied,2,Oceania
EMP3070,4,No,Increase,Unsatisfied,1,South America
EMP3071,1,No,Increase,Satisfied,4,Oceania
EMP3072,5,Yes,Decrease,Satisfied,2,Europe
EMP3073,2,Yes,No Change,Neutral,3,Africa
EMP3074,4,Yes,Increase,Unsatisfied,1,Africa
EMP3075,2,Yes,Increase,Unsatisfied,4,Asia
EMP3076,4,Yes,Increase,Unsatisfied,2,Europe
EMP3077,5,Yes,No Change,Satisfied,4,Europe
EMP3078,4,No,No Change,Satisfied,2,Oceania
EMP3079,1,Yes,No Change,Neutral,3,North America
EMP3080,4,Yes,Increase,Neutral,3,Asia
EMP3081,4,No,Decrease,Neutral,5,Europe
EMP3082,4,No,Decrease,Neutral,5,Asia
EMP3083,4,Yes,Decrease,Neutral,3,Europe
EMP3084,4,Yes,Decrease,Neutral,4,Asia
EMP3085,3,No,Decrease,Unsatisfied,2,Europe
EMP3086,2,No,Increase,Unsatisfied,2,North America
EMP3087,5,No,Decrease,Neutral,4,North America
EMP3088,5,No,No Change,Neutral,1,North America
EMP3089,5,Yes,No Change,Unsatisfied,3,Africa
EMP3090,1,No,Increase,Satisfied,2,South America
EMP3091,3,Yes,Decrease,Unsatisfied,2,South America
EMP3092,4,Yes,Decrease,Neutral,4,North America
EMP3093,2,No,Decrease,Neutral,2,South America
EMP3094,4,Yes,Decrease,Satisfied,2,Europe
EMP3095,1,No,Increase,Satisfied,3,South America
EMP3096,1,Yes,No Change,Satisfied,1,Asia
EMP3097,3,Yes,No Change,Neutral,2,Oceania
EMP3098,3,No,Increase,Satisfied,1,North America
EMP3099,5,No,Decrease,Neutral,2,Oceania
EMP3100,3,Yes,Increase,Neutral,1,South America
EMP3101,3,No,Decrease,Neutral,2,Oceania
EMP3102,3,No,Increase,Satisfied,1,Europe
EMP3103,5,No,Decrease,Neutral,3,Europe
EMP3104,4,Yes,Increase,Satisfied,2,Asia
EMP3105,3,Yes,No Change,Neutral,1,Oceania
EMP3106,2,No,Increase,Unsatisfied,2,South America
EMP3107,4,Yes,Decrease,Unsatisfied,4,Africa
EMP3108,2,No,Increase,Neutral,5,Africa
EMP3109,3,No,No Change,Neutral,3,Africa
EMP3110,1,Yes,Decrease,Unsatisfied,2,Asia
EMP3111,2,No,No Change,Unsatisfied,1,Europe
EMP3112,1,Yes,Increase,Neutral,3,South America
EMP3113,3,Yes,No Change,Satisfied,4,South America
EMP3114,2,No,No Change,Unsatisfied,5,Europe
EMP3115,4,No,Decrease,Unsatisfied,3,Asia
EMP3116,1,Yes,Decrease,Unsatisfied,1,Europe
EMP3117,1,Yes,Decrease,Unsatisfied,5,Oceania
EMP3118,1,Yes,Increase,Unsatisfied,3,Africa
EMP3119,1,Yes,Increase,Neutral,3,Oceania
EMP3120,1,Yes,No Change,Neutral,2,Africa
EMP3121,2,No,Increase,Satisfied,1,South America
EMP3122,2,No,Increase,Unsatisfied,1,Africa
EMP3123,1,No,No Change,Satisfied,1,Asia
EMP3124,2,No,Decrease,Unsatisfied,2,North America
EMP3125,4,Yes,No Change,Neutral,2,Oceania
EMP3126,3,No,Increase,Unsatisfied,5,Oceania
EMP3127,1,No,Increase,Neutral,2,North America
EMP3128,1,No,Increase,Satisfied,3,Europe
EMP3129,4,No,Increase,Neutral,5,South America
EMP3130,4,Yes,Decrease,Satisfied,1,Oceania
EMP3131,1,No,Increase,Neutral,1,Oceania
EMP3132,4,Yes,Increase,Neutral,2,North America
EMP3133,1,Yes,No Change,Unsatisfied,5,Africa
EMP3134,4,No,No Change,Unsatisfied,3,Africa
EMP3135,4,Yes,Decrease,Neutral,2,Oceania
EMP3136,2,Yes,Decrease,Unsatisfied,4,South America
EMP3137,3,Yes,Decrease,Neutral,1,Africa
EMP3138,2,Yes,Increase,Unsatisfied,3,Africa
EMP3139,4,No,Increase,Unsatisfied,4,Oceania
EMP3140,2,No,Decrease,Satisfied,1,Europe
EMP3141,2,Yes,No Change,Unsatisfied,1,Asia
EMP3142,5,Yes,No Change,Unsatisfied,3,South America
EMP3143,1,No,Increase,Satisfied,1,Oceania
EMP3144,3,No,Increase,Satisfied,5,Africa
EMP3145,1,Yes,Decrease,Satisfied,3,Oceania
EMP3146,1,Yes,No Change,Neutral,5,Europe
EMP3147,3,Yes,Increase,Neutral,3,Europe
EMP3148,2,Yes,Increase,Satisfied,3,Africa
EMP3149,5,Yes,Increase,Satisfied,4,Oceania
EMP3150,4,No,Decrease,Unsatisfied,2,Asia
EMP3151,2,Yes,Increase,Unsatisfied,4,Africa
EMP3152,2,No,Decrease,Satisfied,1,Europe
EMP3153,1,No,Increase,Satisfied,2,North America
EMP3154,1,Yes,No Change,Unsatisfied,4,Oceania
EMP3155,4,No,Increase,Satisfied,1,Oceania
EMP3156,5,No,Decrease,Unsatisfied,2,South America
EMP3157,2,No,Decrease,Unsatisfied,1,Oceania
EMP3158,1,No,No Change,Unsatisfied,5,South America
EMP3159,3,No,No Change,Satisfied,3,Oceania
EMP3160,3,No,Decrease,Satisfied,4,North America
EMP3161,1,Yes,Increase,Neutral,2,Asia
EMP3162,2,Yes,Decrease,Satisfied,4,Africa
EMP3163,3,No,Increase,Satisfied,5,Oceania
EMP3164,1,No,No Change,Satisfied,4,Africa
EMP3165,2,Yes,Decrease,Neutral,1,Europe
EMP3166,4,No,Increase,Satisfied,2,Africa
EMP3167,5,No,Increase,Neutral,4,Africa
EMP3168,3,Yes,Decrease,Unsatisfied,3,Oceania
EMP3169,3,Yes,No Change,Neutral,2,Africa
EMP3170,4,No,No Change,Satisfied,3,North America
EMP3171,2,No,Increase,Neutral,1,Africa
EMP3172,5,No,Decrease,Neutral,5,South America
EMP3173,1,No,Decrease,Satisfied,5,Europe
EMP3174,2,No,No Change,Satisfied,3,Asia
EMP3175,4,No,No Change,Unsatisfied,1,South America
EMP3176,2,Yes,No Change,Neutral,1,Africa
EMP3177,5,No,Increase,Unsatisfied,5,Asia
EMP3178,3,No,No Change,Satisfied,4,North America
EMP3179,1,Yes,Increase,Neutral,5,Asia
EMP3180,5,No,Increase,Unsatisfied,5,Europe
EMP3181,3,Yes,Decrease,Unsatisfied,4,South America
EMP3182,2,Yes,No Change,Satisfied,5,Africa
EMP3183,3,No,Increase,Unsatisfied,5,North America
EMP3184,5,No,Increase,Neutral,5,Europe
EMP3185,3,Yes,No Change,Neutral,1,Asia
EMP3186,1,No,Increase,Satisfied,3,Africa
EMP3187,2,Yes,Decrease,Unsatisfied,3,Africa
EMP3188,5,No,No Change,Satisfied,5,Europe
EMP3189,1,No,No Change,Satisfied,3,Africa
EMP3190,2,No,Increase,Neutral,4,Asia
EMP3191,3,No,Decrease,Unsatisfied,2,North America
EMP3192,1,Yes,Increase,Neutral,5,Europe
EMP3193,1,No,No Change,Satisfied,5,Oceania
EMP3194,2,Yes,Decrease,Satisfied,5,Asia
EMP3195,1,No,No Change,Unsatisfied,4,Africa
EMP3196,3,No,Increase,Satisfied,2,North America
EMP3197,4,Yes,Decrease,Neutral,2,Oceania
EMP3198,4,Yes,Decrease,Unsatisfied,4,Asia
EMP3199,3,Yes,Decrease,Unsatisfied,3,Asia
EMP3200,4,Yes,No Change,Unsatisfied,2,Asia
EMP3201,3,Yes,Decrease,Unsatisfied,1,Oceania
EMP3202,4,No,Increase,Neutral,3,Oceania
EMP3203,5,No,Decrease,Neutral,3,North America
EMP3204,3,No,No Change,Unsatisfied,3,South America
EMP3205,5,No,Decrease,Unsatisfied,5,South America
EMP3206,2,Yes,Decrease,Unsatisfied,2,Europe
EMP3207,4,Yes,Increase,Satisfied,3,Oceania
EMP3208,3,Yes,Increase,Satisfied,3,Oceania
EMP3209,1,No,Decrease,Unsatisfied,3,Europe
EMP3210,1,Yes,Increase,Unsatisfied,1,North America
EMP3211,3,Yes,No Change,Satisfied,3,North America
EMP3212,5,Yes,Decrease,Satisfied,5,Asia
EMP3213,1,Yes,Decrease,Satisfied,4,North America
EMP3214,5,No,Increase,Unsatisfied,1,South America
EMP3215,2,Yes,Increase,Satisfied,2,Africa
EMP3216,1,No,No Change,Satisfied,3,North America
EMP3217,1,No,Decrease,Satisfied,5,Oceania
EMP3218,2,Yes,Decrease,Neutral,5,Europe
EMP3219,5,Yes,Decrease,Neutral,3,South America
EMP3220,1,No,Decrease,Neutral,3,Africa
EMP3221,4,No,No Change,Satisfied,5,North America
EMP3222,3,Yes,No Change,Unsatisfied,4,South America
EMP3223,4,Yes,Decrease,Satisfied,4,Europe
EMP3224,2,No,Decrease,Neutral,4,Asia
EMP3225,3,Yes,No Change,Satisfied,3,Asia
EMP3226,3,Yes,Increase,Unsatisfied,1,Europe
EMP3227,2,No,Decrease,Neutral,4,Oceania
EMP3228,4,Yes,Decrease,Satisfied,5,Europe
EMP3229,2,Yes,Decrease,Neutral,3,North America
EMP3230,3,Yes,Decrease,Satisfied,4,Africa
EMP3231,2,Yes,Decrease,Neutral,1,Asia
EMP3232,4,No,No Change,Satisfied,4,Europe
EMP3233,2,Yes,Decrease,Satisfied,1,South America
EMP3234,5,Yes,Decrease,Neutral,1,North America
EMP3235,5,No,Decrease,Satisfied,5,South America
EMP3236,2,Yes,Decrease,Satisfied,4,Africa
EMP3237,1,No,Increase,Satisfied,1,Asia
EMP3238,4,Yes,Decrease,Satisfied,2,Europe
EMP3239,2,No,Increase,Unsatisfied,1,South America
EMP3240,1,Yes,No Change,Satisfied,4,Europe
EMP3241,5,Yes,Increase,Neutral,4,Europe
EMP3242,4,Yes,Decrease,Satisfied,2,Oceania
EMP3243,5,Yes,No Change,Satisfied,1,Oceania
EMP3244,2,No,Increase,Unsatisfied,2,Europe
EMP3245,1,Yes,Increase,Neutral,2,Europe
EMP3246,3,Yes,Increase,Unsatisfied,2,Europe
EMP3247,1,No,Decrease,Satisfied,3,North America
EMP3248,5,Yes,No Change,Satisfied,1,Europe
EMP3249,2,Yes,No Change,Satisfied,4,Africa
EMP3250,1,No,Increase,Neutral,5,South America
EMP3251,4,Yes,Increase,Neutral,5,South America
EMP3252,2,Yes,No Change,Unsatisfied,4,Asia
EMP3253,1,No,No Change,Unsatisfied,5,Asia
EMP3254,2,No,Decrease,Neutral,4,Asia
EMP3255,2,No,No Change,Unsatisfied,4,North America
EMP3256,2,No,No Change,Satisfied,4,South America
EMP3257,5,Yes,Decrease,Satisfied,3,Africa
EMP3258,2,Yes,Decrease,Unsatisfied,2,North America
EMP3259,3,No,Decrease,Satisfied,4,Asia
EMP3260,5,Yes,Increase,Neutral,5,Asia
EMP3261,3,Yes,No Change,Neutral,5,North America
EMP3262,4,Yes,Increase,Neutral,3,South America
EMP3263,5,Yes,No Change,Neutral,5,South America
EMP3264,2,Yes,Decrease,Satisfied,5,North America
EMP3265,3,Yes,Decrease,Unsatisfied,1,North America
EMP3266,1,No,Increase,Neutral,4,Europe
EMP3267,2,Yes,Increase,Unsatisfied,4,Europe
EMP3268,5,No,Decrease,Unsatisfied,2,South America
EMP3269,1,No,No Change,Neutral,2,Oceania
EMP3270,3,No,No Change,Neutral,3,Asia
EMP3271,4,No,Decrease,Satisfied,5,Africa
EMP3272,1,Yes,Decrease,Satisfied,1,Oceania
EMP3273,2,Yes,No Change,Satisfied,5,South America
EMP3274,5,No,No Change,Unsatisfied,5,South America
EMP3275,4,Yes,Decrease,Satisfied,3,Oceania
EMP3276,4,Yes,Decrease,Unsatisfied,4,North America
EMP3277,3,No,No Change,Unsatisfied,5,Asia
EMP3278,2,No,Increase,Satisfied,3,Europe
EMP3279,2,No,Increase,Unsatisfied,1,Africa
EMP3280,2,No,No Change,Unsatisfied,5,South America
EMP3281,2,Yes,Increase,Neutral,3,Africa
EMP3282,1,No,Decrease,Neutral,3,Oceania
EMP3283,3,No,Increase,Unsatisfied,1,Europe
EMP3284,3,No,No Change,Unsatisfied,1,Oceania
EMP3285,2,Yes,Increase,Satisfied,3,Asia
EMP3286,2,No,No Change,Neutral,5,Asia
EMP3287,1,Yes,Decrease,Unsatisfied,1,Asia
EMP3288,3,No,Increase,Satisfied,4,Europe
EMP3289,1,Yes,Decrease,Neutral,1,Europe
EMP3290,1,Yes,Increase,Satisfied,3,Europe
EMP3291,1,Yes,Increase,Satisfied,3,Europe
EMP3292,3,Yes,Increase,Neutral,2,Europe
EMP3293,5,Yes,Decrease,Unsatisfied,1,Europe
EMP3294,5,Yes,No Change,Unsatisfied,1,Africa
EMP3295,1,No,No Change,Unsatisfied,2,Europe
EMP3296,3,No,Decrease,Unsatisfied,1,Asia
EMP3297,1,Yes,Increase,Satisfied,2,South America
EMP3298,5,Yes,No Change,Neutral,1,Europe
EMP3299,3,Yes,Increase,Neutral,3,Europe
EMP3300,5,No,No Change,Neutral,3,Oceania
EMP3301,3,No,No Change,Unsatisfied,1,South America
EMP3302,1,No,Decrease,Neutral,5,Europe
EMP3303,1,Yes,No Change,Satisfied,1,Africa
EMP3304,1,No,Increase,Unsatisfied,3,Europe
EMP3305,4,No,Decrease,Neutral,3,Europe
EMP3306,1,No,No Change,Satisfied,3,Africa
EMP3307,3,No,Increase,Unsatisfied,3,South America
EMP3308,1,No,Increase,Satisfied,3,Africa
EMP3309,3,Yes,No Change,Satisfied,5,Africa
EMP3310,4,No,No Change,Unsatisfied,4,South America
EMP3311,5,Yes,Decrease,Neutral,3,North America
EMP3312,2,No,No Change,Satisfied,1,South America
EMP3313,5,Yes,Decrease,Neutral,4,Asia
EMP3314,3,No,Decrease,Unsatisfied,2,North America
EMP3315,1,No,No Change,Satisfied,5,Oceania
EMP3316,5,Yes,Increase,Neutral,5,Oceania
EMP3317,2,Yes,No Change,Satisfied,1,North America
EMP3318,2,No,Increase,Unsatisfied,3,Oceania
EMP3319,4,No,Decrease,Unsatisfied,4,Asia
EMP3320,5,Yes,Decrease,Unsatisfied,3,Africa
EMP3321,3,No,Decrease,Satisfied,4,Europe
EMP3322,3,No,No Change,Neutral,1,North America
EMP3323,5,No,Decrease,Neutral,3,Asia
EMP3324,4,No,No Change,Unsatisfied,5,Oceania
EMP3325,3,No,Decrease,Satisfied,5,Africa
EMP3326,2,No,No Change,Unsatisfied,2,North America
EMP3327,4,Yes,Increase,Unsatisfied,4,Oceania
EMP3328,2,Yes,Decrease,Neutral,1,Africa
EMP3329,1,Yes,No Change,Neutral,3,South America
EMP3330,1,Yes,Decrease,Unsatisfied,1,Africa
EMP3331,4,Yes,No Change,Unsatisfied,5,South America
EMP3332,4,Yes,Decrease,Satisfied,4,North America
EMP3333,3,No,Decrease,Unsatisfied,3,Europe
EMP3334,3,No,Increase,Unsatisfied,5,North America
EMP3335,1,Yes,No Change,Satisfied,1,Europe
EMP3336,4,Yes,Decrease,Satisfied,1,Asia
EMP3337,5,No,Decrease,Satisfied,4,North America
EMP3338,3,Yes,Decrease,Neutral,5,North America
EMP3339,3,No,Increase,Neutral,1,Africa
EMP3340,2,No,Increase,Neutral,2,Oceania
EMP3341,2,No,Increase,Neutral,5,South America
EMP3342,1,No,Decrease,Unsatisfied,3,North America
EMP3343,1,No,No Change,Neutral,1,South America
EMP3344,4,No,Increase,Satisfied,1,Europe
EMP3345,2,No,Decrease,Unsatisfied,3,Africa
EMP3346,3,Yes,Increase,Satisfied,3,Africa
EMP3347,4,No,Decrease,Unsatisfied,1,North America
EMP3348,2,Yes,No Change,Neutral,5,South America
EMP3349,5,Yes,Decrease,Neutral,2,Oceania
EMP3350,2,Yes,No Change,Satisfied,5,Oceania
EMP3351,3,No,No Change,Unsatisfied,2,Africa
EMP3352,4,Yes,Decrease,Unsatisfied,2,Asia
EMP3353,3,No,No Change,Unsatisfied,5,South America
EMP3354,5,No,Decrease,Neutral,5,South America
EMP3355,5,No,No Change,Neutral,3,Oceania
EMP3356,2,No,Decrease,Satisfied,1,Oceania
EMP3357,2,No,Decrease,Neutral,4,Oceania
EMP3358,4,No,Increase,Satisfied,3,Europe
EMP3359,2,Yes,No Change,Unsatisfied,2,Oceania
EMP3360,3,Yes,No Change,Neutral,2,North America
EMP3361,5,Yes,Decrease,Unsatisfied,1,Europe
EMP3362,4,Yes,Decrease,Neutral,3,Africa
EMP3363,5,No,Decrease,Unsatisfied,1,Asia
EMP3364,3,No,No Change,Unsatisfied,5,Asia
EMP3365,2,Yes,No Change,Neutral,4,Oceania
EMP3366,5,Yes,Decrease,Neutral,4,Oceania
EMP3367,4,No,Decrease,Unsatisfied,3,Africa
EMP3368,1,No,Increase,Unsatisfied,1,Africa
EMP3369,4,Yes,Decrease,Satisfied,1,Africa
EMP3370,2,No,Decrease,Satisfied,2,Oceania
EMP3371,4,Yes,No Change,Neutral,5,Europe
EMP3372,2,Yes,Increase,Unsatisfied,5,Africa
EMP3373,4,No,Increase,Neutral,2,Oceania
EMP3374,1,No,Increase,Satisfied,4,Africa
EMP3375,2,Yes,No Change,Satisfied,4,Europe
EMP3376,5,No,No Change,Neutral,5,Asia
EMP3377,3,Yes,Increase,Unsatisfied,2,South America
EMP3378,4,No,No Change,Neutral,5,South America
EMP3379,2,No,Decrease,Unsatisfied,4,South America
EMP3380,5,Yes,Decrease,Neutral,3,South America
EMP3381,3,No,Increase,Neutral,4,Oceania
EMP3382,5,No,Decrease,Unsatisfied,2,North America
EMP3383,1,Yes,Increase,Unsatisfied,1,Europe
EMP3384,1,Yes,Decrease,Neutral,5,Asia
EMP3385,2,No,No Change,Unsatisfied,2,Oceania
EMP3386,5,Yes,Increase,Satisfied,4,South America
EMP3387,3,No,No Change,Satisfied,1,South America
EMP3388,3,No,No Change,Satisfied,4,North America
EMP3389,3,Yes,Increase,Unsatisfied,5,Europe
EMP3390,1,No,Decrease,Satisfied,2,Asia
EMP3391,4,No,No Change,Satisfied,5,South America
EMP3392,1,Yes,No Change,Neutral,5,Oceania
EMP3393,1,Yes,Decrease,Satisfied,1,Oceania
EMP3394,5,No,Increase,Unsatisfied,4,Oceania
EMP3395,2,Yes,Decrease,Unsatisfied,5,Oceania
EMP3396,2,No,Increase,Satisfied,5,South America
