Employee_ID,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings
EMP3132,Project Manager,Education,10,Hybrid,21,7
EMP3133,Software Engineer,Manufacturing,6,Remote,40,8
EMP3134,Data Scientist,Manufacturing,17,Remote,32,11
EMP3135,Designer,Education,15,Remote,54,4
EMP3136,Data Scientist,Education,22,Hybrid,30,13
EMP3137,Project Manager,IT,6,Onsite,48,4
EMP3138,Sales,Consulting,5,Onsite,33,14
EMP3139,Project Manager,Consulting,3,Hybrid,23,8
EMP3140,HR,Education,2,Onsite,38,2
EMP3141,Designer,Retail,31,Remote,23,6
EMP3142,Designer,Healthcare,24,Hybrid,49,4
EMP3143,Software Engineer,Education,4,Onsite,42,5
EMP3144,Software Engineer,IT,21,Hybrid,26,1
EMP3145,Software Engineer,Retail,15,Remote,60,6
EMP3146,Data Scientist,Education,20,Remote,28,5
EMP3147,Marketing,IT,9,Onsite,24,5
EMP3148,Sales,Manufacturing,21,Hybrid,21,10
EMP3149,Software Engineer,IT,9,Remote,60,14
EMP3150,Designer,IT,24,Onsite,50,5
EMP3151,Data Scientist,Retail,7,Onsite,26,7
EMP3152,Project Manager,Education,2,Onsite,44,13
EMP3153,Sales,Healthcare,33,Onsite,40,0
EMP3154,HR,Education,28,Remote,23,8
EMP3155,Designer,Consulting,8,Hybrid,55,7
EMP3156,Data Scientist,IT,34,Onsite,41,2
EMP3157,HR,Retail,7,Onsite,56,4
EMP3158,Project Manager,Healthcare,11,Onsite,39,12
EMP3159,Designer,Finance,31,Remote,42,8
EMP3160,Software Engineer,Education,12,Remote,51,4
EMP3161,Project Manager,Manufacturing,13,Hybrid,52,12
EMP3162,Designer,Education,24,Hybrid,49,2
EMP3163,Sales,Healthcare,35,Onsite,53,3
EMP3164,HR,IT,6,Onsite,50,15
EMP3165,Marketing,Education,25,Onsite,57,11
EMP3166,HR,Consulting,18,Hybrid,55,10
EMP3167,Sales,Retail,17,Remote,53,12
EMP3168,Designer,Education,31,Hybrid,24,12
EMP3169,Sales,Healthcare,13,Remote,20,2
EMP3170,Designer,Education,26,Remote,58,13
EMP3171,Designer,Finance,11,Onsite,41,3
EMP3172,Data Scientist,Consulting,15,Remote,54,4
EMP3173,Data Scientist,Healthcare,2,Onsite,41,2
EMP3174,Data Scientist,Finance,4,Hybrid,27,1
EMP3175,HR,IT,11,Remote,57,4
EMP3176,Designer,Consulting,29,Onsite,49,1
EMP3177,Data Scientist,Retail,10,Onsite,60,14
EMP3178,Software Engineer,Finance,10,Hybrid,25,13
EMP3179,Data Scientist,Healthcare,4,Remote,44,6
EMP3180,Sales,Healthcare,29,Hybrid,54,5
EMP3181,Data Scientist,Consulting,14,Hybrid,46,9
EMP3182,Marketing,Education,12,Remote,58,0
EMP3183,Sales,Healthcare,27,Hybrid,43,6
EMP3184,HR,Retail,13,Onsite,45,12
EMP3185,Software Engineer,Retail,34,Hybrid,52,4
EMP3186,Marketing,Retail,8,Remote,29,14
EMP3187,Project Manager,IT,26,Onsite,22,15
EMP3188,Marketing,Healthcare,17,Remote,54,7
EMP3189,Project Manager,Retail,30,Remote,50,10
EMP3190,Software Engineer,Retail,5,Hybrid,47,9
EMP3191,HR,Finance,2,Onsite,25,5
EMP3192,HR,Manufacturing,25,Onsite,31,6
EMP3193,Project Manager,Consulting,12,Remote,23,1
EMP3194,Data Scientist,Healthcare,24,Hybrid,35,8
EMP3195,HR,IT,6,Hybrid,51,11
EMP3196,Marketing,Education,35,Onsite,29,9
EMP3197,Sales,IT,16,Remote,37,10
EMP3198,Marketing,Manufacturing,11,Remote,27,14
EMP3199,Marketing,Consulting,3,Onsite,31,12
EMP3200,Sales,IT,26,Onsite,30,10
EMP3201,Sales,IT,28,Hybrid,27,10
EMP3202,Project Manager,IT,18,Onsite,30,2
EMP3203,Project Manager,Manufacturing,11,Remote,32,15
EMP3204,Data Scientist,Consulting,33,Onsite,40,12
EMP3205,Software Engineer,Manufacturing,10,Onsite,43,4
EMP3206,Software Engineer,Education,21,Remote,23,9
EMP3207,Marketing,Healthcare,18,Hybrid,22,8
EMP3208,Project Manager,IT,21,Hybrid,32,15
EMP3209,Designer,Finance,14,Remote,29,2
EMP3210,HR,Education,3,Onsite,56,4
EMP3211,Project Manager,Finance,22,Remote,46,14
EMP3212,Sales,Consulting,31,Hybrid,58,2
EMP3213,HR,Manufacturing,2,Onsite,52,3
EMP3214,Data Scientist,Retail,20,Onsite,55,6
EMP3215,Software Engineer,Healthcare,13,Hybrid,57,3
EMP3216,Data Scientist,IT,29,Onsite,33,10
EMP3217,Designer,Healthcare,22,Hybrid,52,3
EMP3218,HR,Consulting,22,Onsite,33,10
EMP3219,Project Manager,Consulting,34,Hybrid,31,7
EMP3220,Designer,Education,6,Onsite,60,8
EMP3221,Data Scientist,Healthcare,15,Hybrid,46,3
EMP3222,HR,Consulting,12,Hybrid,51,3
EMP3223,Designer,Education,18,Hybrid,33,5
EMP3224,Project Manager,Healthcare,10,Onsite,23,10
EMP3225,Data Scientist,IT,26,Remote,31,6
EMP3226,Software Engineer,Healthcare,9,Remote,39,4
EMP3227,Designer,Finance,12,Hybrid,30,13
EMP3228,Marketing,Education,12,Hybrid,54,8
EMP3229,HR,IT,9,Onsite,24,9
EMP3230,Designer,IT,30,Remote,30,11
EMP3231,Designer,IT,19,Onsite,28,8
EMP3232,Marketing,Retail,21,Onsite,58,8
EMP3233,Software Engineer,Education,21,Onsite,20,5
EMP3234,Project Manager,Retail,17,Onsite,21,12
EMP3235,Marketing,Finance,31,Remote,39,14
EMP3236,Data Scientist,Finance,13,Remote,22,2
EMP3237,Data Scientist,Manufacturing,26,Onsite,40,15
EMP3238,Project Manager,IT,15,Remote,58,13
EMP3239,Designer,Retail,7,Remote,36,10
EMP3240,Sales,Finance,23,Onsite,43,14
EMP3241,Designer,Manufacturing,19,Hybrid,43,15
EMP3242,Data Scientist,Education,6,Onsite,40,0
EMP3243,Project Manager,Education,20,Remote,40,2
EMP3244,Project Manager,Retail,7,Remote,35,2
EMP3245,Designer,Manufacturing,3,Remote,22,12
EMP3246,Sales,Education,18,Hybrid,41,12
EMP3247,Designer,Healthcare,15,Remote,26,11
EMP3248,Marketing,Manufacturing,7,Remote,34,13
EMP3249,Data Scientist,Education,18,Onsite,31,4
EMP3250,Data Scientist,Retail,15,Onsite,52,7
EMP3251,Sales,Retail,4,Onsite,60,15
EMP3252,Data Scientist,Healthcare,21,Hybrid,36,15
EMP3253,Project Manager,Healthcare,16,Remote,21,9
EMP3254,Sales,Healthcare,16,Hybrid,40,13
EMP3255,Project Manager,Education,24,Remote,60,4
EMP3256,Marketing,Healthcare,34,Remote,55,3
EMP3257,Marketing,Education,5,Remote,28,15
EMP3258,HR,IT,18,Hybrid,28,1
EMP3259,Project Manager,Retail,16,Onsite,53,13
EMP3260,Sales,Healthcare,31,Remote,38,10
EMP3261,Designer,Education,23,Remote,55,5
EMP3262,Project Manager,Manufacturing,32,Remote,40,15
EMP3263,Designer,Retail,23,Onsite,33,2
EMP3264,Sales,Education,28,Hybrid,37,14
EMP3265,Marketing,Consulting,23,Hybrid,54,9
EMP3266,HR,Healthcare,6,Hybrid,31,6
EMP3267,Data Scientist,Healthcare,20,Remote,30,10
EMP3268,HR,Education,33,Onsite,26,6
EMP3269,Designer,Finance,22,Hybrid,24,13
EMP3270,Marketing,IT,14,Hybrid,46,11
EMP3271,Software Engineer,IT,24,Hybrid,21,0
EMP3272,Designer,Manufacturing,5,Onsite,56,4
EMP3273,Sales,Manufacturing,10,Onsite,57,0
EMP3274,Designer,Retail,34,Hybrid,21,15
EMP3275,Marketing,IT,33,Onsite,31,8
EMP3276,Project Manager,IT,11,Remote,43,1
EMP3277,Data Scientist,Retail,29,Onsite,47,0
EMP3278,Designer,Consulting,25,Remote,31,7
EMP3279,Sales,Manufacturing,27,Remote,45,11
EMP3280,Project Manager,Healthcare,32,Hybrid,27,0
EMP3281,Sales,Healthcare,16,Remote,34,4
EMP3282,Marketing,Education,20,Onsite,50,9
EMP3283,Software Engineer,Consulting,35,Onsite,37,1
EMP3284,Project Manager,IT,1,Remote,23,2
EMP3285,Data Scientist,Healthcare,25,Hybrid,27,10
EMP3286,Software Engineer,IT,20,Hybrid,27,8
EMP3287,Data Scientist,IT,4,Hybrid,50,0
EMP3288,Data Scientist,Manufacturing,24,Remote,57,14
EMP3289,Sales,IT,15,Hybrid,32,12
EMP3290,Sales,Retail,6,Remote,50,2
EMP3291,Marketing,Finance,30,Hybrid,57,8
EMP3292,Sales,Education,6,Onsite,43,3
EMP3293,Sales,Healthcare,15,Onsite,35,9
EMP3294,Sales,Manufacturing,19,Onsite,35,14
EMP3295,HR,Manufacturing,7,Remote,42,2
EMP3296,Designer,Retail,12,Hybrid,46,1
EMP3297,Data Scientist,Education,13,Hybrid,41,9
EMP3298,Project Manager,Education,25,Hybrid,53,8
EMP3299,Data Scientist,Healthcare,14,Onsite,33,9
EMP3300,Data Scientist,Education,16,Hybrid,59,7
EMP3301,Designer,Finance,4,Remote,57,3
EMP3302,HR,Manufacturing,16,Onsite,43,15
EMP3303,HR,IT,11,Remote,49,8
EMP3304,Software Engineer,Consulting,17,Onsite,44,0
EMP3305,HR,Retail,35,Remote,40,13
EMP3306,Project Manager,Healthcare,31,Remote,59,6
EMP3307,HR,Finance,1,Hybrid,60,6
EMP3308,Data Scientist,Healthcare,23,Onsite,29,7
EMP3309,Sales,Manufacturing,22,Remote,47,12
EMP3310,Data Scientist,Healthcare,17,Hybrid,38,10
EMP3311,HR,Healthcare,16,Hybrid,51,6
EMP3312,HR,Consulting,4,Onsite,23,9
EMP3313,Sales,Manufacturing,21,Onsite,36,10
EMP3314,Software Engineer,Retail,21,Hybrid,53,15
EMP3315,HR,Education,29,Onsite,42,11
EMP3316,Sales,Manufacturing,19,Hybrid,30,6
EMP3317,Designer,Education,25,Onsite,52,13
EMP3318,Designer,Finance,23,Onsite,36,13
EMP3319,Sales,Finance,23,Hybrid,55,10
EMP3320,Software Engineer,Manufacturing,22,Onsite,33,7
EMP3321,Marketing,Retail,20,Remote,57,5
EMP3322,Software Engineer,Finance,30,Onsite,43,0
EMP3323,Data Scientist,Healthcare,29,Hybrid,41,15
EMP3324,Sales,Manufacturing,17,Hybrid,55,12
EMP3325,HR,Healthcare,18,Remote,58,8
EMP3326,Software Engineer,Healthcare,9,Onsite,23,12
EMP3327,Project Manager,Healthcare,2,Onsite,53,3
EMP3328,HR,Education,23,Remote,26,4
EMP3329,Designer,Healthcare,16,Hybrid,32,15
EMP3330,HR,Consulting,34,Remote,29,13
EMP3331,Data Scientist,Healthcare,13,Hybrid,31,9
EMP3332,Sales,Retail,15,Remote,53,4
EMP3333,HR,Consulting,18,Remote,33,13
EMP3334,Sales,Finance,4,Remote,44,14
EMP3335,Project Manager,Education,14,Onsite,41,14
EMP3336,Project Manager,Retail,7,Remote,38,6
EMP3337,Sales,Consulting,22,Remote,40,15
EMP3338,HR,Retail,10,Onsite,40,2
EMP3339,Marketing,Manufacturing,20,Onsite,21,11
EMP3340,Project Manager,Education,28,Hybrid,49,2
EMP3341,Project Manager,Consulting,7,Remote,57,7
EMP3342,Project Manager,Education,12,Remote,57,4
EMP3343,Data Scientist,Manufacturing,6,Hybrid,54,6
EMP3344,Designer,Consulting,16,Onsite,59,11
EMP3345,Sales,Manufacturing,16,Onsite,32,10
EMP3346,Software Engineer,Healthcare,12,Remote,23,15
EMP3347,Marketing,IT,29,Hybrid,43,3
EMP3348,Designer,Finance,5,Onsite,52,4
EMP3349,Project Manager,Education,30,Remote,44,9
EMP3350,Designer,Finance,17,Onsite,33,12
EMP3351,Project Manager,Consulting,12,Remote,20,10
EMP3352,Software Engineer,Healthcare,5,Onsite,31,13
EMP3353,Sales,Education,1,Onsite,53,15
EMP3354,Designer,Healthcare,2,Remote,44,2
EMP3355,HR,Finance,22,Onsite,39,2
EMP3356,Project Manager,Manufacturing,3,Onsite,57,5
EMP3357,Software Engineer,Consulting,1,Remote,45,3
EMP3358,Sales,Manufacturing,12,Remote,29,10
EMP3359,Sales,Finance,23,Onsite,47,6
EMP3360,Data Scientist,Consulting,2,Onsite,25,0
EMP3361,Software Engineer,Consulting,26,Onsite,23,12
EMP3362,HR,Finance,16,Hybrid,44,7
EMP3363,HR,Finance,9,Onsite,21,15
EMP3364,Sales,Retail,4,Hybrid,42,5
EMP3365,Sales,Consulting,8,Onsite,30,7
EMP3366,Designer,Consulting,24,Hybrid,53,8
EMP3367,Project Manager,Manufacturing,18,Remote,25,8
EMP3368,Sales,Consulting,34,Hybrid,37,12
EMP3369,Data Scientist,Finance,11,Hybrid,54,0
EMP3370,Project Manager,Manufacturing,12,Onsite,35,5
EMP3371,Marketing,Healthcare,9,Remote,25,13
EMP3372,Project Manager,Education,20,Remote,56,9
EMP3373,Sales,Retail,19,Onsite,21,4
EMP3374,Software Engineer,Finance,9,Remote,58,9
EMP3375,HR,Education,21,Onsite,35,7
EMP3376,Project Manager,Education,6,Remote,57,3
EMP3377,Sales,Education,26,Hybrid,31,0
EMP3378,Designer,Healthcare,2,Remote,54,12
EMP3379,Designer,Retail,13,Hybrid,20,1
EMP3380,Data Scientist,IT,29,Onsite,40,5
EMP3381,HR,Manufacturing,29,Onsite,48,14
EMP3382,Software Engineer,Finance,24,Onsite,35,10
EMP3383,Designer,Consulting,3,Remote,42,7
EMP3384,Marketing,Manufacturing,10,Hybrid,53,11
EMP3385,Sales,Retail,33,Hybrid,43,7
EMP3386,Software Engineer,Education,3,Remote,27,9
EMP3387,Project Manager,Finance,2,Remote,47,1
EMP3388,Software Engineer,Manufacturing,30,Remote,52,4
EMP3389,Designer,Education,28,Remote,20,0
EMP3390,HR,Healthcare,19,Hybrid,24,15
EMP3391,Sales,Retail,12,Hybrid,20,13
EMP3392,Data Scientist,Finance,27,Hybrid,47,11
EMP3393,Marketing,IT,4,Onsite,46,12
EMP3394,Data Scientist,Healthcare,3,Remote,41,12
EMP3395,Data Scientist,Education,11,Remote,52,5
EMP3396,Software Engineer,Education,3,Onsite,48,0
EMP3397,HR,Retail,15,Hybrid,59,6
EMP3398,Designer,Education,11,Hybrid,25,0
EMP3399,Software Engineer,Retail,14,Hybrid,53,4
EMP3400,Software Engineer,Consulting,22,Remote,49,9
EMP3401,Marketing,Manufacturing,9,Hybrid,40,9
EMP3402,Data Scientist,Consulting,13,Remote,47,10
EMP3403,Software Engineer,Healthcare,12,Remote,47,7
EMP3404,HR,Manufacturing,34,Hybrid,33,2
EMP3405,Project Manager,Education,28,Onsite,42,8
EMP3406,HR,Retail,7,Hybrid,36,6
EMP3407,Project Manager,Retail,9,Hybrid,22,13
EMP3408,Project Manager,Manufacturing,30,Onsite,59,4
EMP3409,Software Engineer,Finance,27,Hybrid,52,6
EMP3410,Designer,Healthcare,32,Hybrid,34,14
EMP3411,Data Scientist,Education,14,Hybrid,45,8
EMP3412,Designer,Healthcare,4,Hybrid,28,11
EMP3413,Sales,Manufacturing,1,Remote,52,0
EMP3414,Marketing,Retail,15,Hybrid,43,1
EMP3415,HR,Manufacturing,34,Remote,47,2
EMP3416,Data Scientist,Healthcare,8,Onsite,27,15
EMP3417,HR,Consulting,3,Remote,33,2
EMP3418,HR,IT,16,Remote,46,10
EMP3419,Data Scientist,Healthcare,26,Remote,54,3
EMP3420,Marketing,Manufacturing,15,Hybrid,24,15
EMP3421,Marketing,IT,9,Remote,59,10
EMP3422,Designer,Healthcare,19,Hybrid,45,11
EMP3423,Designer,Manufacturing,30,Onsite,30,0
EMP3424,Marketing,IT,5,Hybrid,48,0
EMP3425,Designer,Consulting,28,Onsite,55,8
EMP3426,Project Manager,Retail,24,Hybrid,30,9
EMP3427,Sales,Manufacturing,1,Remote,52,0
EMP3428,Data Scientist,IT,12,Hybrid,47,6
EMP3429,Designer,Education,6,Remote,22,9
EMP3430,Designer,Healthcare,14,Onsite,41,13
EMP3431,Marketing,Finance,35,Onsite,52,5
EMP3432,Data Scientist,Retail,2,Hybrid,38,14
EMP3433,Designer,Manufacturing,17,Remote,44,11
EMP3434,Marketing,Healthcare,32,Onsite,46,10
EMP3435,Project Manager,Consulting,10,Onsite,39,12
EMP3436,Software Engineer,Education,33,Remote,46,12
EMP3437,Sales,Retail,15,Remote,20,4
EMP3438,Software Engineer,Education,9,Onsite,36,0
EMP3439,HR,IT,24,Remote,26,4
EMP3440,Project Manager,Finance,13,Hybrid,35,7
EMP3441,Data Scientist,Education,29,Hybrid,58,15
EMP3442,HR,Education,13,Onsite,59,2
EMP3443,Software Engineer,IT,24,Hybrid,49,9
EMP3444,Sales,Healthcare,21,Remote,54,3
EMP3445,Software Engineer,Healthcare,35,Onsite,34,1
EMP3446,Software Engineer,Retail,9,Remote,45,11
EMP3447,Data Scientist,Finance,31,Remote,30,1
EMP3448,Software Engineer,Healthcare,10,Hybrid,59,4
EMP3449,Sales,Education,12,Remote,23,2
EMP3450,Marketing,Finance,12,Remote,57,8
EMP3451,HR,Education,8,Remote,20,12
EMP3452,Marketing,Retail,18,Remote,40,13
EMP3453,Software Engineer,IT,20,Onsite,39,10
EMP3454,HR,Manufacturing,16,Onsite,20,6
EMP3455,Data Scientist,Education,33,Hybrid,27,5
EMP3456,HR,Education,17,Onsite,55,9
EMP3457,Software Engineer,Manufacturing,3,Remote,46,9
EMP3458,Sales,Consulting,16,Hybrid,57,12
EMP3459,HR,Finance,35,Remote,51,15
EMP3460,Designer,Manufacturing,20,Onsite,35,4
EMP3461,HR,Manufacturing,9,Hybrid,49,2
EMP3462,Sales,Healthcare,19,Hybrid,29,13
EMP3463,HR,Consulting,31,Onsite,49,13
EMP3464,HR,Consulting,7,Hybrid,57,8
EMP3465,Marketing,Healthcare,23,Hybrid,33,1
EMP3466,Designer,Healthcare,12,Hybrid,37,2
EMP3467,Data Scientist,Finance,29,Remote,50,12
EMP3468,Sales,Consulting,27,Onsite,31,11
EMP3469,Data Scientist,Healthcare,8,Onsite,40,1
EMP3470,Software Engineer,Finance,14,Remote,35,7
EMP3471,Data Scientist,Finance,26,Remote,28,14
EMP3472,Marketing,IT,26,Hybrid,22,7
EMP3473,Data Scientist,IT,31,Hybrid,51,0
EMP3474,Designer,Consulting,23,Onsite,28,9
EMP3475,Designer,Manufacturing,16,Hybrid,35,1
EMP3476,Designer,Education,7,Remote,53,12
EMP3477,Sales,Manufacturing,13,Hybrid,52,4
EMP3478,Project Manager,Consulting,30,Hybrid,53,14
EMP3479,Marketing,Finance,27,Hybrid,60,6
EMP3480,Marketing,Consulting,13,Remote,24,10
EMP3481,Sales,Retail,29,Remote,49,0
EMP3482,Marketing,Finance,6,Onsite,34,9
EMP3483,HR,IT,15,Onsite,56,12
EMP3484,Software Engineer,Healthcare,33,Remote,25,2
EMP3485,HR,Manufacturing,15,Hybrid,21,10
EMP3486,Software Engineer,Retail,28,Hybrid,35,3
EMP3487,Sales,Healthcare,35,Hybrid,28,4
EMP3488,Project Manager,Retail,14,Hybrid,21,6
EMP3489,Marketing,Finance,23,Hybrid,43,5
EMP3490,Marketing,Finance,31,Remote,35,1
EMP3491,HR,Manufacturing,23,Onsite,22,14
EMP3492,HR,Education,1,Remote,57,0
EMP3493,Designer,Education,16,Hybrid,31,14
EMP3494,Sales,IT,9,Onsite,52,11
EMP3495,Project Manager,Education,7,Remote,58,4
EMP3496,Software Engineer,Manufacturing,33,Onsite,39,2
EMP3497,Marketing,IT,25,Remote,41,11
EMP3498,HR,Consulting,28,Hybrid,26,0
EMP3499,HR,Healthcare,18,Remote,28,5
EMP3500,Designer,Retail,14,Hybrid,31,14
EMP3501,Software Engineer,IT,18,Remote,47,3
EMP3502,Project Manager,Healthcare,9,Hybrid,56,9
EMP3503,HR,Healthcare,16,Onsite,24,13
EMP3504,HR,Consulting,18,Remote,25,11
EMP3505,Data Scientist,Manufacturing,22,Hybrid,33,11
EMP3506,HR,Finance,31,Remote,36,4
EMP3507,Designer,Education,10,Hybrid,23,12
EMP3508,HR,Manufacturing,9,Remote,32,11
EMP3509,Marketing,Education,15,Onsite,41,9
EMP3510,HR,Healthcare,1,Hybrid,54,14
EMP3511,Marketing,IT,6,Onsite,60,4
EMP3512,Data Scientist,Finance,1,Onsite,23,1
EMP3513,Data Scientist,Education,28,Onsite,54,7
EMP3514,Marketing,Finance,4,Hybrid,41,14
EMP3515,Sales,Consulting,24,Onsite,34,15
EMP3516,Sales,Consulting,32,Remote,35,6
EMP3517,Data Scientist,Finance,33,Hybrid,31,3
EMP3518,Marketing,Retail,23,Hybrid,46,1
EMP3519,Software Engineer,Finance,8,Remote,35,4
EMP3520,Marketing,IT,30,Onsite,26,15
EMP3521,Marketing,Consulting,7,Onsite,26,12
EMP3522,Sales,Retail,23,Hybrid,24,0
EMP3523,Software Engineer,Healthcare,34,Remote,49,14
EMP3524,HR,Manufacturing,15,Hybrid,24,1
EMP3525,Designer,Consulting,29,Onsite,55,4
EMP3526,Software Engineer,Retail,4,Hybrid,35,7
EMP3527,Marketing,Education,16,Remote,24,0
EMP3528,Data Scientist,Consulting,6,Hybrid,38,10
EMP3529,Sales,Retail,12,Onsite,28,10
EMP3530,Designer,Manufacturing,28,Hybrid,49,14
EMP3531,Software Engineer,Retail,17,Hybrid,20,14
EMP3532,HR,Education,1,Onsite,23,14
EMP3533,Project Manager,IT,9,Onsite,50,8
EMP3534,Designer,IT,10,Onsite,38,15
EMP3535,Data Scientist,Healthcare,12,Onsite,30,6
EMP3536,Designer,Consulting,22,Onsite,43,5
EMP3537,Software Engineer,Retail,23,Hybrid,50,11
EMP3538,Sales,IT,9,Hybrid,45,9
EMP3539,Sales,Consulting,21,Hybrid,59,10
EMP3540,HR,Finance,10,Hybrid,56,12
EMP3541,HR,Retail,32,Onsite,36,7
EMP3542,Sales,Healthcare,16,Hybrid,24,5
EMP3543,Project Manager,Healthcare,33,Remote,24,6
EMP3544,Project Manager,Manufacturing,14,Hybrid,33,1
EMP3545,HR,Finance,3,Hybrid,23,8
EMP3546,HR,Education,15,Hybrid,27,12
EMP3547,Sales,IT,5,Onsite,44,7
EMP3548,Software Engineer,Finance,20,Hybrid,23,5
EMP3549,HR,Retail,28,Remote,21,6
EMP3550,Data Scientist,IT,12,Hybrid,51,7
EMP3551,HR,Retail,1,Onsite,29,2
EMP3552,Software Engineer,Consulting,10,Onsite,36,3
EMP3553,HR,Manufacturing,29,Remote,59,3
EMP3554,Sales,IT,34,Remote,52,11
EMP3555,Software Engineer,Manufacturing,19,Hybrid,49,14
EMP3556,Data Scientist,Consulting,14,Remote,53,3
EMP3557,Marketing,Healthcare,9,Onsite,27,7
EMP3558,Sales,Manufacturing,15,Remote,22,1
EMP3559,HR,Finance,32,Remote,21,2
EMP3560,Project Manager,Education,7,Onsite,49,3
EMP3561,Sales,Retail,24,Remote,56,13
EMP3562,Designer,IT,34,Hybrid,45,1
EMP3563,Marketing,Manufacturing,22,Hybrid,38,13
EMP3564,Software Engineer,IT,11,Hybrid,37,4
EMP3565,Marketing,Finance,16,Onsite,42,1
EMP3566,HR,Education,22,Remote,27,5
EMP3567,Software Engineer,Healthcare,29,Remote,53,6
EMP3568,Sales,Retail,30,Remote,33,10
EMP3569,Designer,IT,23,Onsite,47,3
EMP3570,Data Scientist,IT,8,Onsite,43,2
EMP3571,Software Engineer,Retail,33,Remote,53,8
EMP3572,Designer,Education,3,Onsite,59,2
EMP3573,Sales,Healthcare,2,Onsite,40,9
EMP3574,Project Manager,IT,35,Remote,50,0
EMP3575,Software Engineer,Manufacturing,33,Hybrid,51,8
EMP3576,Sales,Finance,5,Hybrid,36,0
EMP3577,Software Engineer,IT,17,Remote,44,12
EMP3578,Project Manager,Finance,35,Hybrid,47,0
EMP3579,Data Scientist,Education,10,Remote,43,12
EMP3580,HR,Consulting,9,Hybrid,41,11
EMP3581,HR,Consulting,18,Remote,51,9
EMP3582,Project Manager,IT,2,Remote,50,0
EMP3583,Designer,Healthcare,15,Hybrid,36,12
EMP3584,Sales,Manufacturing,24,Remote,45,1
EMP3585,Data Scientist,Manufacturing,7,Remote,54,0
EMP3586,Data Scientist,Education,9,Remote,24,11
EMP3587,Software Engineer,Manufacturing,25,Hybrid,41,8
EMP3588,Project Manager,Consulting,32,Remote,54,3
EMP3589,Designer,Consulting,24,Remote,55,9
EMP3590,Marketing,IT,4,Onsite,26,14
EMP3591,Sales,Healthcare,12,Hybrid,36,0
EMP3592,Designer,Consulting,35,Remote,42,6
EMP3593,HR,IT,22,Remote,22,1
EMP3594,Marketing,IT,5,Onsite,49,6
EMP3595,HR,Consulting,29,Onsite,23,7
EMP3596,Sales,IT,25,Hybrid,28,11
EMP3597,Project Manager,Manufacturing,25,Remote,34,1
EMP3598,Marketing,Retail,12,Onsite,39,10
EMP3599,Data Scientist,IT,10,Hybrid,24,5
EMP3600,HR,Manufacturing,16,Hybrid,43,3
EMP3601,Data Scientist,IT,15,Remote,54,4
EMP3602,Marketing,Education,9,Onsite,39,5
EMP3603,Designer,Finance,23,Onsite,49,10
EMP3604,Marketing,Manufacturing,13,Hybrid,31,3
EMP3605,Project Manager,Consulting,31,Onsite,51,7
EMP3606,Software Engineer,Manufacturing,18,Remote,33,6
EMP3607,HR,Finance,20,Remote,53,8
EMP3608,Data Scientist,Consulting,29,Hybrid,55,9
EMP3609,HR,Healthcare,8,Remote,37,10
EMP3610,HR,Healthcare,4,Onsite,46,11
EMP3611,Software Engineer,IT,6,Hybrid,40,3
EMP3612,Software Engineer,Education,34,Remote,48,10
EMP3613,Designer,Healthcare,21,Remote,43,5
EMP3614,Data Scientist,Healthcare,4,Remote,34,12
EMP3615,Sales,Retail,23,Hybrid,32,15
EMP3616,Software Engineer,Education,3,Hybrid,48,3
EMP3617,Project Manager,Finance,25,Remote,30,4
EMP3618,Project Manager,Consulting,34,Remote,21,7
EMP3619,Software Engineer,Manufacturing,14,Hybrid,24,8
EMP3620,Software Engineer,Consulting,27,Remote,27,14
EMP3621,Data Scientist,Consulting,8,Onsite,51,2
EMP3622,Marketing,Consulting,1,Remote,24,13
EMP3623,Software Engineer,Healthcare,11,Remote,56,7
EMP3624,Software Engineer,Manufacturing,30,Remote,44,2
EMP3625,Sales,Education,24,Remote,41,12
EMP3626,Designer,Education,18,Hybrid,33,2
EMP3627,Project Manager,Consulting,26,Hybrid,22,1
EMP3628,Marketing,IT,29,Remote,24,7
EMP3629,Marketing,Healthcare,13,Remote,40,11
EMP3630,Project Manager,Manufacturing,28,Remote,38,6
